entry_time,entry_price,qty,sl,tp,atr,exit_time,exit_price,exit_reason,pnl_usdt,pnl_pct
2023-10-15 20:00,27181.3,0.01195,34418.93,27851.04,167.43,2023-11-02 16:00,34418.93,SL,86.0784,26.5
2023-11-07 16:00,35489.43,0.00528,35790.63,37134.99,411.39,2023-11-09 16:00,35790.63,SL,1.4014,0.75
2023-11-15 20:00,37896.06,0.0038,36465.41,40185.1,572.26,2023-11-16 12:00,36465.41,SL,-5.575,-3.87
2023-11-18 16:00,36715.78,0.00439,36381.81,38687.51,492.93,2023-11-21 12:00,36381.81,SL,-1.6258,-1.01
2023-11-22 20:00,37445.75,0.00375,36964.99,39750.84,576.27,2023-11-27 04:00,37245.91,SIGNAL,-0.8891,-0.63
2023-11-28 16:00,38152.37,0.00538,42831.05,39754.89,400.63,2023-12-11 00:00,42831.05,SL,24.9409,12.15
2023-12-14 04:00,42941.88,0.00314,41524.7,45751.52,702.41,2023-12-14 12:00,41524.7,SL,-4.5803,-3.4
2023-12-19 00:00,43125.28,0.00334,42682.98,45755.03,657.44,2023-12-24 20:00,42682.98,SL,-1.6198,-1.12
2024-01-01 12:00,42825.83,0.00473,44022.49,44681.95,464.03,2024-01-03 08:00,44022.49,SL,5.452,2.69
2024-01-04 20:00,44195.25,0.00264,42107.96,47534.91,834.92,2024-01-05 16:00,43556.4,SIGNAL,-1.8016,-1.54
2024-01-05 20:00,44189.26,0.0025,44930.73,47711.25,880.5,2024-01-09 20:00,44930.73,SL,1.7413,1.58
2024-02-05 08:00,43237.27,0.00515,42167.53,44948.87,427.9,2024-02-05 12:00,42601.39,SIGNAL,-3.4942,-1.57
2024-02-06 12:00,43288.13,0.00484,50869.0,45103.27,453.78,2024-02-20 16:00,50869.0,SL,36.4452,17.4
2024-02-25 04:00,51771.0,0.00453,65272.06,53772.88,500.47,2024-03-05 04:00,65272.06,SL,60.8641,25.95
2024-03-21 08:00,67111.04,0.00126,62387.51,74668.7,1889.42,2024-03-21 20:00,65435.77,SIGNAL,-2.1933,-2.59
2024-03-22 04:00,66244.19,0.00137,61888.68,73213.01,1742.2,2024-03-22 08:00,64169.67,SIGNAL,-2.93,-3.23
2024-03-24 16:00,65908.86,0.00173,69373.16,71394.84,1371.49,2024-04-01 04:00,69373.16,SL,5.8732,5.15
2024-04-05 00:00,67931.85,0.002,64944.47,72711.66,1194.95,2024-04-05 04:00,66863.81,SIGNAL,-2.2698,-1.67
2024-04-05 12:00,68258.81,0.00179,69714.62,73583.9,1331.27,2024-04-09 08:00,69714.62,SL,2.4811,2.03
2024-04-10 20:00,70701.71,0.00206,68285.39,75347.2,1161.37,2024-04-12 16:00,68285.39,SL,-5.1183,-3.51
2024-05-25 12:00,68999.33,0.00256,67329.89,72718.41,929.77,2024-05-27 08:00,68365.83,SIGNAL,-1.7968,-1.02
2024-05-27 12:00,70444.22,0.00283,68345.69,73801.88,839.42,2024-05-28 00:00,68345.69,SL,-6.1323,-3.08
2024-06-03 00:00,68451.19,0.00352,69987.37,71134.4,670.8,2024-06-07 16:00,69987.37,SL,5.161,2.14
2024-07-26 08:00,67389.32,0.00241,67293.89,71325.72,984.1,2024-07-29 16:00,67293.89,SL,-0.3922,-0.24
