entry_time,entry_price,qty,sl,tp,atr,exit_time,exit_price,exit_reason,pnl_usdt,pnl_pct
2023-08-09 20:00,29529.83,0.01682,29469.89,30124.44,148.65,2023-08-10 14:00,29469.89,SL,-1.5039,-0.3
2023-09-15 15:00,26347.53,0.01935,26515.42,26863.18,128.91,2023-09-16 05:00,26515.42,SL,2.7356,0.54
2023-09-17 21:00,26511.4,0.04049,26401.92,26758.43,61.76,2023-09-18 00:00,26401.92,SL,-5.5019,-0.51
2023-10-02 22:00,27582.11,0.01007,27294.81,28568.91,246.7,2023-10-03 14:00,27294.81,SL,-3.168,-1.14
2023-10-08 13:00,27938.66,0.0254,27768.32,28328.48,97.45,2023-10-09 08:00,27768.32,SL,-5.032,-0.71
2023-10-26 12:00,34292.5,0.0088,33788.49,35411.21,279.68,2023-10-27 17:00,33788.49,SL,-4.7326,-1.57
2023-10-31 04:00,34270.34,0.01403,34461.82,34968.5,174.54,2023-11-01 13:00,34461.82,SL,2.203,0.46
2023-11-02 17:00,34806.76,0.00842,34448.67,35972.71,291.49,2023-11-03 00:00,34448.67,SL,-3.3052,-1.13
2023-11-03 01:00,34628.91,0.00888,34174.87,35730.02,275.28,2023-11-03 05:00,34506.18,SIGNAL,-1.3963,-0.45
2023-11-05 22:00,35006.38,0.01211,34860.57,35812.26,201.47,2023-11-06 18:00,34860.57,SL,-2.1879,-0.52
2023-11-13 12:00,36966.5,0.01484,36638.6,37622.29,163.95,2023-11-13 14:00,36638.6,SL,-5.4098,-0.99
2023-11-21 15:00,37012.02,0.00889,36616.6,38099.84,271.96,2023-11-21 17:00,36616.6,SL,-3.8408,-1.17
2023-12-07 12:00,43451.41,0.00788,43058.54,44673.51,305.53,2023-12-07 19:00,43058.54,SL,-3.4351,-1.0
2023-12-07 20:00,43278.98,0.00771,43973.98,44523.53,311.14,2023-12-09 08:00,43973.98,SL,5.0194,1.5
2023-12-10 10:00,43743.72,0.01409,43659.93,44427.7,170.99,2023-12-10 23:00,43659.93,SL,-1.7958,-0.29
2023-12-19 18:00,42258.63,0.0069,43405.31,43652.48,348.46,2023-12-20 20:00,43405.31,SL,7.6126,2.61
2023-12-24 06:00,43598.96,0.01496,43449.16,44246.79,161.96,2023-12-24 20:00,43449.16,SL,-2.891,-0.44
2024-01-08 01:00,43756.77,0.0092,43231.9,44806.52,262.44,2024-01-08 02:00,43231.9,SL,-5.2265,-1.3
2024-01-09 22:00,46300.25,0.00363,45042.65,48943.11,660.71,2024-01-10 11:00,45042.65,SL,-4.7286,-2.81
2024-01-10 13:00,45163.13,0.00424,44379.48,47414.7,562.89,2024-01-10 15:00,45500.85,SIGNAL,1.239,0.65
