entry_time,entry_price,qty,sl,tp,atr,exit_time,exit_price,exit_reason,pnl_usdt,pnl_pct
2024-07-19 14:00,65812.79,0.00651,65044.98,67348.39,511.87,2024-07-19 19:00,67348.39,TP,9.5583,2.23
2024-07-26 04:00,67142.91,0.00623,66332.97,68762.78,539.96,2024-07-27 13:00,68762.78,TP,9.6634,2.31
2024-08-21 13:00,59987.93,0.00775,59331.05,61301.69,437.92,2024-08-21 14:00,59331.05,SL,-5.5506,-1.19
2024-09-17 15:00,61196.64,0.00674,60445.32,62699.27,500.88,2024-09-17 18:00,60445.32,SL,-5.4713,-1.33
2024-09-26 09:00,63861.8,0.01044,63379.76,64825.87,321.36,2024-09-26 14:00,64825.87,TP,9.3881,1.41
2024-10-24 14:00,67854.06,0.00874,67273.41,69015.34,387.1,2024-10-25 07:00,67273.41,SL,-5.6629,-0.95
2024-10-27 14:00,67763.69,0.01615,67451.37,68388.32,208.21,2024-10-28 07:00,68388.32,TP,8.9833,0.82
2024-11-15 09:00,89285.19,0.00328,87735.23,92385.11,1033.31,2024-11-17 22:00,89466.44,SIGNAL,0.3011,0.1
2024-11-18 03:00,90759.25,0.00561,89853.18,92571.38,604.04,2024-11-18 13:00,89853.18,SL,-5.5871,-1.1
2024-11-25 08:00,98315.99,0.00578,97442.36,100063.25,582.42,2024-11-25 13:00,97442.36,SL,-5.6128,-0.99
2024-11-27 19:00,96724.62,0.00407,95490.23,99193.39,822.93,2024-11-28 03:00,95490.23,SL,-5.4126,-1.37
2024-12-04 07:00,96685.4,0.00536,95753.08,98550.03,621.54,2024-12-04 12:00,95753.08,SL,-5.5105,-1.06
2024-12-04 19:00,97306.85,0.00456,96218.66,99483.24,725.46,2024-12-05 02:00,99483.24,TP,9.4707,2.13
2024-12-06 14:00,99581.17,0.00292,97864.56,103014.39,1144.41,2024-12-09 08:00,98802.25,SIGNAL,-2.563,-0.88
2025-01-20 06:00,107593.99,0.00193,105003.89,112774.19,1726.73,2025-01-20 15:00,105003.89,SL,-5.2016,-2.5
2025-01-21 18:00,106968.04,0.00219,104702.19,111499.74,1510.57,2025-01-22 08:00,104702.19,SL,-5.1915,-2.22
2025-01-24 06:00,105096.0,0.00265,103231.87,108824.26,1242.75,2025-01-26 23:00,103231.87,SL,-5.2135,-1.87
2025-03-23 11:00,84764.67,0.01536,84444.74,85404.53,213.29,2025-03-23 17:00,85404.53,TP,8.5164,0.65
2025-03-27 21:00,87656.25,0.00655,86900.32,89168.1,503.95,2025-03-28 03:00,86900.32,SL,-5.5205,-0.96
2025-04-17 09:00,84561.79,0.00662,83818.49,86048.39,495.53,2025-04-17 14:00,83818.49,SL,-5.4755,-0.98
2025-04-21 00:00,86712.31,0.00782,86086.96,87963.0,416.9,2025-04-21 14:00,87963.0,TP,9.0925,1.34
2025-04-28 07:00,94787.18,0.00807,94176.55,96008.46,407.09,2025-04-28 13:00,94176.55,SL,-5.6878,-0.74
2025-05-01 05:00,95243.11,0.00706,94549.58,96630.17,462.35,2025-05-01 13:00,96630.17,TP,9.1104,1.35
2025-05-06 23:00,96930.85,0.00584,96084.5,98623.57,564.24,2025-05-07 18:00,96084.5,SL,-5.5038,-0.97
2025-05-13 17:00,104372.44,0.00489,103368.67,106379.98,669.18,2025-05-14 08:00,103368.67,SL,-5.4139,-1.06
2025-05-16 01:00,104151.66,0.00481,103137.34,106180.29,676.21,2025-05-16 08:00,103137.34,SL,-5.375,-1.07
2025-05-18 07:00,104023.31,0.00951,103513.13,105043.67,340.12,2025-05-18 14:00,105043.67,TP,8.7047,0.88
2025-05-19 16:00,105461.8,0.00408,104262.47,107860.44,799.55,2025-05-20 13:00,104262.47,SL,-5.3187,-1.24
2025-05-26 03:00,109733.15,0.00514,108787.93,111623.61,630.15,2025-05-27 01:00,108787.93,SL,-5.4176,-0.96
2025-07-02 13:00,107875.97,0.00738,107221.12,109185.67,436.57,2025-07-02 16:00,109185.67,TP,8.8598,1.11
2025-07-06 15:00,109014.9,0.01255,108626.76,109791.17,258.76,2025-07-06 18:00,108626.76,SL,-6.2344,-0.46
2025-07-08 13:00,109143.64,0.00901,108607.35,110216.24,357.53,2025-07-08 14:00,108607.35,SL,-5.8105,-0.59
2025-07-16 14:00,119175.86,0.00468,118150.73,121226.1,683.41,2025-07-17 01:00,118150.73,SL,-5.3506,-0.96
2025-07-17 14:00,118889.71,0.00457,117846.01,120977.11,695.8,2025-07-17 21:00,120977.11,TP,8.9866,1.65
2025-07-21 07:00,119482.03,0.00604,118685.15,121075.79,531.25,2025-07-21 09:00,118685.15,SL,-5.53,-0.77
2025-07-22 12:00,119412.99,0.00462,118378.62,121481.73,689.58,2025-07-22 13:00,118378.62,SL,-5.3257,-0.97
2025-07-24 00:00,119179.06,0.00497,118223.16,121090.86,637.27,2025-07-24 04:00,118223.16,SL,-5.3384,-0.9
2025-07-24 14:00,119176.17,0.0048,118193.46,121141.57,655.14,2025-07-24 22:00,118193.46,SL,-5.2843,-0.92
2025-07-29 06:00,118883.61,0.0064,118149.87,120351.1,489.16,2025-07-29 14:00,118149.87,SL,-5.4521,-0.72
2025-07-31 06:00,118810.47,0.00617,118055.03,120321.36,503.63,2025-07-31 13:00,118055.03,SL,-5.3895,-0.74
2025-09-10 07:00,112666.2,0.00664,111968.95,114060.71,464.84,2025-09-10 13:00,114060.71,TP,8.5022,1.14
2025-09-16 07:00,115955.84,0.00743,115327.56,117212.4,418.85,2025-09-16 11:00,115327.56,SL,-5.525,-0.64
2025-09-16 15:00,116021.79,0.00697,115356.54,117352.28,443.5,2025-09-17 18:00,115356.54,SL,-5.4408,-0.67
2025-12-09 15:00,92800.22,0.00441,91755.15,94890.36,696.71,2025-12-10 14:00,91755.15,SL,-5.0134,-1.23
